participant_id,consent,important,science_class,theology_class,accept,gov_funding,who_funded,replicated,belief_likert,attention_check,reading_check,sex,age,done_before,explained_belief,condition,presence,composite_trust,theism,attention_correct
R_dpCx4T3xknUjfXD,consent,2,-2,-1,0,0,-1,-2,3,dax,5,male,55,no,atheism,abnormal,lack,-0.5714285714285714,theist,TRUE
R_2fx7JJjMsKCccnP,consent,2,-1,-1,-2,-3,-3,-3,0,dax,6,female,33,no,atheism,abnormal,possess,-1.5714285714285714,neither,TRUE
R_0Sv3sLStovGIBnL,consent,0,-2,-2,-2,-2,-3,-3,0,dax,0,female,27,no,god,normal,lack,-2,neither,TRUE
R_eUKAq1GbpEQjLRX,consent,3,2,2,2,-2,-3,-3,3,dax,6,female,54,no,atheism,abnormal,lack,0.14285714285714285,theist,TRUE
R_6nbAmCL71uklcqx,consent,2,1,1,0,1,-3,-1,-1,NA,0,male,20,maybe,god,normal,possess,0.14285714285714285,atheist,FALSE
R_3gS9vKoVOYma36B,consent,2,1,1,-2,2,-2,-2,-3,dax,6,male,23,no,atheism,abnormal,possess,0,atheist,TRUE
R_8vrtDLdufiXR9zf,consent,2,0,-2,0,1,-3,-2,3,dax,5,male,35,no,god,normal,lack,-0.5714285714285714,theist,TRUE
R_2mLntKTK1aJ6ltX,consent,-1,-1,-1,2,-3,-3,-2,1,dax,6,female,20,no,god,normal,lack,-1.2857142857142858,theist,TRUE
R_7WJWUxDo5UAZGkt,consent,2,1,1,-2,1,-3,-3,-2,dax,6,female,31,no,god,normal,possess,-0.42857142857142855,atheist,TRUE
R_eEDdkBvxWg34fwF,consent,0,0,0,0,0,-0,-0,0,dax,6,male,29,no,god,abnormal,lack,0,neither,TRUE
R_20noPGxcUF4SiuV,consent,0,-2,2,1,-3,-3,-3,0,dax,0,male,25,no,atheism,normal,possess,-1.1428571428571428,neither,TRUE
R_5p9lz1o6bk8cAWV,consent,1,2,2,1,3,-2,-0,1,dax,6,male,27,no,atheism,normal,possess,1,theist,TRUE
R_dclsQBKJI7MguUd,consent,0,-2,-2,-2,-2,-2,-2,1,dax,0,female,57,no,god,abnormal,lack,-1.7142857142857142,theist,TRUE
R_aWVVYVB6Y8max6J,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_2ay42BjJiCccuS9,consent,-1,-1,-1,1,-2,-3,-1,NA,NA,0,NA,NA,NA,atheism,abnormal,possess,-1.1428571428571428,NA,FALSE
R_din26sSaGuNfKO9,consent,3,3,3,2,2,-3,-3,0,dax,6,female,45,no,god,normal,lack,1,neither,TRUE
R_2aYlPRiwp25FsnH,consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,atheism,abnormal,lack,NA,NA,FALSE
R_8vM3367vM795rbn,consent,1,1,1,-1,-1,-2,-2,2,DAX,2,male,52,no,atheism,abnormal,possess,-0.42857142857142855,theist,TRUE
R_9Ev5TN47UPYF1eR,consent,1,1,2,1,0,-1,-0,3,dax,6,male,27,no,god,normal,lack,0.5714285714285714,theist,TRUE
R_0r1gpcA72P3EGVL,consent,-1,0,2,1,2,3,-3,1,dax,25,male,41,no,god,abnormal,lack,0.5714285714285714,theist,TRUE
R_6r1fLBXFTcyI8PX,consent,3,3,3,3,3,-3,-3,0,dax,2,male,23,no,atheism,abnormal,possess,1.2857142857142858,neither,TRUE
R_6sY0JRU1zYxlcsl,consent,3,1,1,1,1,-3,-3,2,dax,0,male,22,no,atheism,abnormal,possess,0.14285714285714285,theist,TRUE
R_0f8ldU00HOdPGsd,consent,2,3,3,0,3,-3,-3,0,dax,0,male,34,no,god,normal,lack,0.7142857142857143,neither,TRUE
R_06WHRH0MRWzgKUZ,consent,-3,-3,2,0,-3,-3,-3,2,dax,6,female,23,no,atheism,normal,possess,-1.8571428571428572,theist,TRUE
R_a3odU8YC0JKtDhz,consent,0,0,0,0,1,-0,-3,-3,dax,6,female,29,no,atheism,abnormal,lack,-0.2857142857142857,atheist,TRUE
R_abi8XeGEYQdv1fT,consent,0,0,1,0,0,-2,-1,1,dax,0,male,31,no,god,normal,possess,-0.2857142857142857,theist,TRUE
R_cNqXcDf7JsngXFH,consent,-3,-2,-2,1,-1,-0,-0,1,dax,6,female,31,no,atheism,abnormal,possess,-1,theist,TRUE
R_72p4cvDNR721lZz,consent,-1,-2,-3,0,-2,-1,-3,-2,dax,6,male,33,no,god,normal,lack,-1.7142857142857142,atheist,TRUE
R_0r2JREwgANbuV6Z,consent,2,1,1,1,1,-1,-3,-3,dax,6,male,26,no,god,abnormal,possess,0.2857142857142857,atheist,TRUE
R_74FWmuOziBoySiN,consent,-1,-2,1,0,-1,-2,-1,1,dax,6,female,43,no,atheism,normal,lack,-0.8571428571428571,theist,TRUE
R_af7wvI8my9hpI7H,consent,0,0,0,2,2,-2,-2,1,dax,6,female,22,no,atheism,abnormal,possess,0,theist,TRUE
R_bkJmRbgkZoelZbv,consent,1,-1,-1,-1,-1,-1,-3,3,dax,6,male,30,no,god,normal,lack,-1,theist,TRUE
R_diHI1bm3eWaH5gV,consent,1,-2,-3,-1,0,-3,-3,-2,dax,6,male,27,no,god,abnormal,possess,-1.5714285714285714,atheist,TRUE
R_dmbAovjs8R2NJHv,consent,2,2,2,2,1,-2,-2,-2,dax,6,male,23,no,atheism,normal,lack,0.7142857142857143,atheist,TRUE
R_2shlROqaOjm5kr3,consent,-2,-3,-3,-3,-3,-3,-3,3,dax,6,male,46,no,god,normal,possess,-2.857142857142857,theist,TRUE
R_9tqwYVIZQqeXXcp,consent,3,3,3,3,3,-3,-3,3,NA,3,male,30,no,atheism,abnormal,lack,1.2857142857142858,theist,FALSE
R_bjBbw6jUrw37HV3,consent,2,1,1,1,3,-1,-3,-3,dax,6,male,31,no,atheism,abnormal,lack,0.5714285714285714,atheist,TRUE
R_exNrZlckIaFndXv,consent,2,3,2,2,1,-3,-3,-2,dax,6,female,20,no,god,abnormal,possess,0.5714285714285714,atheist,TRUE
R_6PeGkVOBri0ZUWN,consent,1,1,-2,0,0,-1,-2,3,dax,6,male,20,no,atheism,normal,possess,-0.42857142857142855,theist,TRUE
R_e41U7R7QZJztKrb,consent,0,1,0,1,1,-0,1,0,dax,3,female,23,no,god,abnormal,lack,0.5714285714285714,neither,TRUE
R_2aZWW1G945OG5Lf,consent,3,3,3,3,3,-2,-1,-3,dax,6,male,29,yes,god,abnormal,lack,1.7142857142857142,atheist,TRUE
R_dbYsnrAnQ8IxTSd,consent,1,0,0,-1,2,-3,-2,-2,dax,2,female,25,no,atheism,normal,possess,-0.42857142857142855,atheist,TRUE
R_czGYoqsvs5H9NWt,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_0fivLBJsgc0ntch,consent,1,0,0,1,1,-0,-1,-3,dax,3,male,33,maybe,atheism,normal,lack,0.2857142857142857,atheist,TRUE
R_4IL0OvyO3J5gYuh,consent,1,0,-1,1,-2,-2,-1,3,dax,6,male,19,no,god,abnormal,possess,-0.5714285714285714,theist,TRUE
R_9ZSj9ZZvCBSE0fj,consent,-1,-1,-2,1,-1,-2,-2,2,dax,0,female,31,no,atheism,normal,possess,-1.1428571428571428,theist,TRUE
R_6GplN5bRR6nPqwR,consent,0,-1,2,1,-2,-2,-3,2,dax,6,male,39,no,atheism,normal,lack,-0.7142857142857143,theist,TRUE
R_2cwRxABGB7St3ud,consent,3,3,-1,3,3,-3,-3,1,dax,6,female,22,no,god,abnormal,lack,0.7142857142857143,theist,TRUE
R_6lBqQVUsGL9UYEB,consent,1,1,1,-1,-1,-2,-2,-2,dax,6,male,28,no,atheism,abnormal,possess,-0.42857142857142855,atheist,TRUE
R_6R0HJETPidtlJFb,consent,-1,-1,-1,-1,-1,-1,-2,1,dax,0,female,35,maybe,god,normal,possess,-1.1428571428571428,theist,TRUE
R_41PJ6f2MkZHjzxP,consent,1,0,0,-2,1,-2,-2,2,dax,6,male,19,no,god,normal,possess,-0.5714285714285714,theist,TRUE
R_1S8Jkp3EE0yRhyZ,consent,-1,-3,-3,-3,-3,-3,-2,0,dax,6,male,37,no,atheism,abnormal,lack,-2.5714285714285716,neither,TRUE
R_3t66ZqxQjZKTH9j,consent,2,3,3,2,1,-2,-2,-2,dax,0,female,36,no,god,normal,lack,1,atheist,TRUE
R_3lyi6TeTgQuN3MN,consent,0,-3,-3,-3,-3,-3,-3,-3,DAX,6,female,31,no,atheism,abnormal,possess,-2.5714285714285716,atheist,TRUE
R_3yfswSWSToPBbGl,consent,2,2,1,3,0,2,-1,-2,dax,6,female,37,no,god,abnormal,possess,1.2857142857142858,atheist,TRUE
R_9tVIa37ORe1FVBj,consent,3,2,-2,1,-2,-2,-3,1,dax,0,male,24,no,atheism,normal,lack,-0.42857142857142855,theist,TRUE
R_eJQmU7HQE8PqkmN,consent,1,1,1,1,1,-1,-1,1,NA,5,female,58,no,god,normal,possess,0.42857142857142855,theist,FALSE
R_es8Ve2OWskIFc0d,consent,2,1,-1,0,3,-3,-3,-1,dax,6,male,23,no,atheism,abnormal,lack,-0.14285714285714285,atheist,TRUE
R_2uv2cs95fK0GUO9,consent,3,2,1,2,1,-2,-3,-3,dax,6,male,31,no,god,abnormal,lack,0.5714285714285714,atheist,TRUE
R_9BsKFqS2zDW797n,consent,2,-3,-3,-3,0,-3,-3,3,dax,6,female,50,no,atheism,normal,possess,-1.8571428571428572,theist,TRUE
R_baA0K4gm9nrLN3v,consent,0,-3,-3,-2,0,-3,-3,-2,NA,6,female,25,no,atheism,abnormal,lack,-2,atheist,FALSE
R_dmpo9cKJDq7uEFD,consent,NA,2,2,2,2,-2,-1,2,dax,3,male,26,no,god,normal,possess,NA,theist,TRUE
R_0AIdkrzeM8TOWqx,consent,2,0,0,0,1,-1,-1,3,dax,6,female,32,no,god,normal,possess,0.14285714285714285,theist,TRUE
R_eqBjZqGNnwv5hc1,consent,0,0,0,0,0,-0,-0,0,dax,35,female,20,maybe,atheism,normal,possess,0,neither,TRUE
R_0090uV0syol4bXf,consent,2,2,2,1,2,-3,-3,-3,dax,5,female,26,no,atheism,abnormal,lack,0.42857142857142855,atheist,TRUE
R_d5zA6VIvJLHYd9z,consent,2,3,2,2,3,-2,-3,-3,dax,0,male,24,no,god,abnormal,lack,1,atheist,TRUE
R_7QkLwK9yefdJegl,consent,2,1,1,0,2,-3,-3,-2,dax,2,male,24,maybe,atheism,normal,possess,0,atheist,TRUE
R_6Kd4jqpH0jrptE9,consent,2,2,2,0,-1,-3,-3,1,dax,2,female,21,maybe,god,abnormal,lack,-0.14285714285714285,theist,TRUE
R_bEKRHk8NVWWN8XP,consent,2,2,2,2,2,-2,-3,1,dax,6,female,28,no,god,abnormal,lack,0.7142857142857143,theist,TRUE
R_bqhlMWn6niwdMCF,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_6xOHYCtKHKaU5lH,consent,0,1,3,0,-2,-3,-2,-1,dax,6,male,20,maybe,atheism,normal,possess,-0.42857142857142855,atheist,TRUE
R_8eSn1FLORusD7p3,consent,3,3,3,3,0,-2,-3,-2,dax,6,female,43,no,god,abnormal,lack,1,atheist,TRUE
R_1GOWW0f8w3bj6i9,consent,1,1,0,1,2,-2,-1,-3,dax,2,male,28,yes,atheism,normal,possess,0.2857142857142857,atheist,TRUE
R_1zXLS3yNvp9uPI1,consent,0,1,1,2,2,-1,-1,-3,dax,2356,male,33,no,god,abnormal,possess,0.5714285714285714,atheist,TRUE
R_8GqlGlWOlGSHjsp,consent,2,2,-1,1,2,-1,-2,-1,dax,0,male,24,no,atheism,normal,lack,0.42857142857142855,atheist,TRUE
R_bwjd5h9rJWwe1FP,consent,1,-1,-1,0,-2,-1,-0,-3,dax,6,female,44,no,atheism,abnormal,possess,-0.5714285714285714,atheist,TRUE
R_3qLvtEwkwmfAXSB,consent,-3,0,0,0,-3,-0,-0,2,dax,0,female,25,no,god,normal,possess,-0.8571428571428571,theist,TRUE
R_bDGUBtXi4lnhcvX,consent,2,1,2,2,3,-2,-2,1,dax,0,male,22,no,atheism,abnormal,lack,0.8571428571428571,theist,TRUE
R_09xK2uga4XyuqwZ,consent,1,0,1,1,1,-3,-3,1,dax,6,female,39,no,god,normal,possess,-0.2857142857142857,theist,TRUE
R_eFDlnAR6jh2pxvT,consent,3,2,-3,2,2,-1,-3,-2,dax,56,female,20,no,god,normal,lack,0.2857142857142857,atheist,TRUE
R_2miP1WTlkwh4Jxj,consent,0,-2,0,-2,-3,-1,-1,-3,dax,2,female,19,no,atheism,abnormal,lack,-1.2857142857142858,atheist,TRUE
R_cRMEq1ShkcBN8KF,consent,0,2,1,1,0,-3,-1,1,dax,6,male,26,maybe,god,normal,lack,0,theist,TRUE
R_cvwhg5PRNsxSFkp,consent,1,-1,0,-2,2,-3,-3,-3,dax,0,male,28,no,atheism,abnormal,possess,-0.8571428571428571,atheist,TRUE
R_4Gy5DJwpHuWxweV,consent,2,1,1,1,1,-3,-3,-3,dax,6,male,23,no,atheism,normal,lack,0,atheist,TRUE
R_50W04f5BVLVelRb,consent,1,3,1,0,3,-3,-3,-3,dax,6,male,33,no,god,abnormal,possess,0.2857142857142857,atheist,TRUE
R_1YbsHyynLT5kFLv,consent,0,-3,-3,-2,-2,-3,-3,3,dax,6,female,39,no,atheism,normal,possess,-2.2857142857142856,theist,TRUE
R_9HqLUULRW1jc1Lv,consent,-1,-2,1,0,-1,1,-1,3,dax,235,female,43,no,god,abnormal,lack,-0.42857142857142855,theist,TRUE
R_2t8tOKeEHY7AObP,consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,god,normal,lack,NA,NA,FALSE
R_0BqK3LJBtk4RIrz,consent,2,-2,-1,-2,1,1,-0,-3,dax,6,male,21,no,god,abnormal,lack,-0.14285714285714285,atheist,TRUE
R_bxrn6rPOXyzZ9Cl,consent,2,1,1,0,2,-1,-2,-3,dax,0,female,27,no,atheism,normal,possess,0.42857142857142855,atheist,TRUE
R_es2f9oQ7EPCWYrb,consent,1,1,2,0,2,-2,-2,-1,dax,6,male,25,no,atheism,normal,lack,0.2857142857142857,atheist,TRUE
R_6KGrUencRYQT6bH,consent,2,1,-1,NA,0,-3,-2,-1,dax,6,female,52,no,god,abnormal,possess,NA,atheist,TRUE
R_exLavmDgWwB9guF,consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,atheism,abnormal,lack,NA,NA,FALSE
R_cLSrVWjSwNdbq1T,consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,god,normal,possess,NA,NA,FALSE
R_8rdOJKDcQc7WR5b,consent,3,1,1,0,3,-3,-3,0,dax,6,male,28,no,god,normal,lack,0.2857142857142857,neither,TRUE
R_6Jf8ZFKPPoQtIwJ,consent,1,1,1,1,1,-1,-0,3,dax,0,female,35,no,atheism,abnormal,possess,0.5714285714285714,theist,TRUE
R_4OXCViHLU5tyUE5,consent,1,3,3,1,0,-2,-3,2,dax,6,male,55,no,god,normal,lack,0.42857142857142855,theist,TRUE
R_6eTVdzX3dfuqso5,consent,1,-3,-3,-3,-3,-1,-1,3,dax,6,female,33,no,atheism,abnormal,possess,-1.8571428571428572,theist,TRUE
R_8uDWNcXd3I3kkHH,consent,2,-1,-3,-1,-3,-2,-0,3,dax,6,female,54,no,god,normal,possess,-1.1428571428571428,theist,TRUE
R_8BOpzb87Qqm6377,consent,3,1,1,-1,1,-3,-3,0,dax,6,male,23,no,atheism,abnormal,lack,-0.14285714285714285,neither,TRUE
R_3qi7JV2dFE1DmlL,consent,1,0,1,0,-2,-3,-2,-1,dax,6,male,21,no,atheism,normal,possess,-0.7142857142857143,atheist,TRUE
R_0wb5kkIcLnFBe2V,consent,-2,-1,2,1,-2,-2,-3,2,dax,0,male,27,no,god,abnormal,lack,-1,theist,TRUE
R_a3EkiIVqCkTHrb7,consent,3,1,2,0,1,-2,-0,2,dax,25,male,28,no,god,abnormal,possess,0.7142857142857143,theist,TRUE
R_4YkOnUoq8OaGnjL,consent,-2,2,2,2,0,-2,-3,0,Dax,0,male,35,no,atheism,normal,lack,-0.14285714285714285,neither,TRUE
R_40ENoJYrmG7eAbX,consent,2,2,2,1,2,-1,-1,-2,dax,6,male,29,no,god,abnormal,lack,1,atheist,TRUE
R_6heJVJ7NwKxYost,consent,2,3,3,3,0,2,-3,1,DAX,235,male,31,no,atheism,normal,possess,1.4285714285714286,theist,TRUE
R_9oi5LmW27saNI0J,consent,3,1,2,2,-1,-1,-3,-2,dax,6,male,25,no,god,normal,possess,0.42857142857142855,atheist,TRUE
R_0i8Ne0qwNyPtvCZ,consent,2,3,2,3,2,2,-3,-1,dax,5,male,18,no,atheism,abnormal,lack,1.5714285714285714,atheist,TRUE
R_4U702MJDx7IfN9r,consent,2,1,1,0,1,-2,-2,-2,dax,6,male,32,no,atheism,abnormal,lack,0.14285714285714285,atheist,TRUE
R_3f9ubUle8toqcsJ,consent,0,-1,0,0,-1,-0,-0,2,dax,6,female,33,no,atheism,normal,possess,-0.2857142857142857,theist,TRUE
R_3UlUl3RO8ON1E7r,consent,1,1,1,1,1,-3,-3,-3,dax,6,male,32,maybe,god,abnormal,lack,-0.14285714285714285,atheist,TRUE
R_ePWbaP90mDN29XD,consent,1,1,-2,0,-1,-3,-3,3,dax,2,female,31,no,god,normal,possess,-1,theist,TRUE
R_7WJAh1qOMHmqN9j,consent,-1,-2,-1,0,-2,-2,-3,2,NA,0,male,38,no,god,normal,lack,-1.5714285714285714,theist,FALSE
R_bedmyNOM2SS5L25,consent,0,-1,1,-1,2,-3,-3,2,dax,0,male,24,no,atheism,abnormal,possess,-0.7142857142857143,theist,TRUE
R_aXYMLA4BIuNfzOR,consent,2,2,2,1,2,-0,-2,2,dax,2,male,25,no,god,normal,possess,1,theist,TRUE
R_bKnEShdkxK7ze0B,consent,3,0,3,0,3,1,-3,-3,dax,6,male,26,no,god,abnormal,lack,1,atheist,TRUE
R_0MLqUDWAGTmijyZ,consent,3,2,2,0,0,-1,-3,1,dax,6,male,27,no,atheism,normal,possess,0.42857142857142855,theist,TRUE
R_bf2BGNEtOlRj58p,consent,2,1,1,0,0,-1,-3,1,dax,6,female,20,maybe,atheism,abnormal,possess,0,theist,TRUE
R_9uZpVaqOCzOGS5T,consent,2,1,0,1,-1,-3,-2,2,dax,6,male,39,no,god,normal,possess,-0.2857142857142857,theist,TRUE
R_0CK6vD5gIZ3OzDT,consent,2,1,1,1,2,-3,-3,-2,NA,6,male,29,no,atheism,abnormal,lack,0.14285714285714285,atheist,FALSE
R_dg1yojTDnPwS3VH,consent,3,-3,-3,0,0,-3,-3,-2,dax,6,male,28,no,atheism,abnormal,possess,-1.2857142857142858,atheist,TRUE
R_3VmVsqcGp3OncUJ,consent,-2,-3,-3,-1,1,-0,-1,3,dax,6,male,26,maybe,god,normal,lack,-1.2857142857142858,theist,TRUE
R_732wvp74qKNQQOp,consent,1,2,-3,0,-1,2,-3,-2,dax,6,male,31,no,god,abnormal,possess,-0.2857142857142857,atheist,TRUE
R_0Hb9T9LjH1mkQqV,consent,2,2,2,0,2,-3,-2,-2,NA,0,male,24,maybe,atheism,normal,lack,0.42857142857142855,atheist,FALSE
R_55csToiDV0SRyWF,consent,3,2,1,-2,1,-3,-3,-3,NA,0,male,19,no,atheism,normal,lack,-0.14285714285714285,atheist,FALSE
R_esoVc201kfZoHIN,consent,2,2,2,1,0,-2,-1,-2,dax,2,male,24,no,god,abnormal,possess,0.5714285714285714,atheist,TRUE
R_dccUnhCYAKdSeUd,consent,2,2,2,1,1,-2,-2,0,dax,3,male,23,no,god,abnormal,possess,0.5714285714285714,neither,TRUE
R_9EmT4LtNFG2VQiN,consent,2,2,-1,-2,-2,-0,-3,0,dax,6,male,18,no,atheism,normal,lack,-0.5714285714285714,neither,TRUE
R_eLEFRXgrbS3pX5H,consent,-1,0,0,-1,-1,-1,-2,2,dax,0,male,24,no,god,abnormal,lack,-0.8571428571428571,theist,TRUE
R_5i4Hkd7Z1SqQoEB,consent,NA,2,-1,NA,3,-2,-2,-3,dax,6,male,34,yes,atheism,normal,possess,NA,atheist,TRUE
R_2mbGYgHyLp2ZvAF,consent,0,-1,2,-1,0,-2,-3,-1,dax,6,male,22,no,atheism,normal,possess,-0.7142857142857143,atheist,TRUE
R_9FXGHolvEHIxII5,consent,-2,-3,-3,-2,-3,-3,-2,2,dax,2,female,41,no,god,abnormal,possess,-2.5714285714285716,theist,TRUE
R_eKzqROo4J6BGb6l,consent,1,1,2,2,1,-2,-3,0,dax,6,male,19,no,atheism,normal,lack,0.2857142857142857,neither,TRUE
R_6hVaDK3DMCaHTSZ,consent,1,-1,-1,-3,1,-3,-3,-1,dax,6,female,35,no,atheism,abnormal,possess,-1.2857142857142858,atheist,TRUE
R_8BblsKUhf5AFH81,consent,1,-2,-2,-2,-2,-1,-1,2,dax,23,male,28,no,god,normal,lack,-1.2857142857142858,theist,TRUE
R_71YP5dU1n9SDGpT,consent,2,0,1,-1,0,-3,-3,0,dax,6,male,28,no,atheism,normal,possess,-0.5714285714285714,neither,TRUE
R_9o7wTRdj45peckJ,consent,1,2,2,2,3,-1,-2,-3,dax,6,female,23,no,god,abnormal,lack,1,atheist,TRUE
R_1UqriTmbHB0K18h,consent,-1,0,1,2,2,2,-2,-2,dax,2356,male,23,no,god,normal,lack,0.5714285714285714,atheist,TRUE
R_bxvTf7DnBMzuFr7,consent,1,-1,-2,0,0,-2,-3,1,dax,6,female,31,no,atheism,abnormal,possess,-1,theist,TRUE
R_9LTIYqo7T31Bwot,consent,-3,-3,-3,-3,-3,3,3,0,dax,6,male,25,no,atheism,normal,possess,-1.2857142857142858,neither,TRUE
R_bCr7jqVNrMk2tGB,consent,3,0,2,1,1,-2,-3,-3,dax,2,male,23,no,god,abnormal,lack,0.2857142857142857,atheist,TRUE
R_cFIgKfOUAV0Vsb3,consent,0,0,0,-2,0,-3,-3,-3,dax,6,male,44,no,atheism,normal,lack,-1.1428571428571428,atheist,TRUE
R_eEcr3oT8GniN2Jf,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_eD03mSElgFvgYeh,consent,3,1,1,1,1,-2,-3,-2,dax,6,male,31,no,god,abnormal,possess,0.2857142857142857,atheist,TRUE
R_8dz2kVZDinsW6Bn,consent,0,0,0,0,-1,-0,1,-3,dax,0,male,19,no,god,abnormal,possess,0,atheist,TRUE
R_3WpZrhCUFJslRnn,consent,-1,0,0,-1,-1,1,-0,-3,dax,0,male,41,no,atheism,normal,lack,-0.2857142857142857,atheist,TRUE
R_eEG2qP1Z73lcwst,consent,0,0,0,1,0,-1,-2,-3,dax,0,male,31,no,atheism,abnormal,possess,-0.2857142857142857,atheist,TRUE
R_3aDtP6yULw3MkTz,consent,-1,0,1,0,1,-0,1,1,dax,0,female,62,no,god,normal,lack,0.2857142857142857,theist,TRUE
R_0VcIYJYiieqOdBX,consent,1,1,0,1,-2,-3,-1,3,dax,6,female,29,no,god,normal,possess,-0.42857142857142855,theist,TRUE
R_7VrruZmCWDYDkfr,consent,1,1,3,1,-1,-1,-3,0,dax,6,female,22,no,god,normal,possess,0.14285714285714285,neither,TRUE
R_agfFW0C0X93D9Ln,consent,-2,-3,1,-3,-3,-3,-3,3,dax,6,female,54,no,atheism,abnormal,lack,-2.2857142857142856,theist,TRUE
R_20lyHKbnwvbp9PL,consent,1,-1,0,-1,-2,-3,-2,-2,dax,2,male,31,no,god,normal,possess,-1.1428571428571428,atheist,TRUE
R_afWU4ZpBZFQbOAJ,consent,1,1,1,1,1,-1,-1,2,dax,6,female,26,no,atheism,abnormal,lack,0.42857142857142855,theist,TRUE
R_0OfubkWRqHyVwEd,consent,0,0,0,0,0,-0,-0,3,dax,0,female,27,no,atheism,abnormal,possess,0,theist,TRUE
R_3fK1dM395t85xKl,consent,1,-2,1,0,1,-2,-1,-2,dax,0,male,34,maybe,god,normal,lack,-0.2857142857142857,atheist,TRUE
R_6QpzLRwb97Mw09D,consent,3,1,1,0,2,-1,-3,-3,dax,0,male,28,no,god,abnormal,possess,0.42857142857142855,atheist,TRUE
R_0SovPRacV6KZLBb,consent,0,-1,-2,2,2,-0,-2,-3,dax,6,male,21,no,atheism,normal,possess,-0.14285714285714285,atheist,TRUE
R_2tJTmgCMFcWuNcp,consent,-2,0,0,-2,-2,2,2,0,dax,6,male,27,no,god,abnormal,lack,-0.2857142857142857,neither,TRUE
R_bKMh8oi0ORXqBVj,consent,2,1,-1,2,0,-0,-2,0,dax,6,male,36,no,god,normal,lack,0.2857142857142857,neither,TRUE
R_0DR5bDI0phdnCi9,consent,0,-1,2,-1,-2,-3,-2,-2,dax,56,male,48,no,atheism,abnormal,possess,-1,atheist,TRUE
R_czJWkQ7b0FxH5Bj,consent,-1,2,2,2,2,2,-3,2,dax,6,male,32,no,god,normal,possess,0.8571428571428571,theist,TRUE
R_7UkBOgNAuSgsFb7,consent,-1,-1,-1,-1,0,-1,-0,-3,dax,0,female,26,no,atheism,abnormal,lack,-0.7142857142857143,atheist,TRUE
R_1IdYFd93lNRhUJ7,consent,1,-1,-1,1,0,-1,-2,1,dax,6,male,21,no,atheism,abnormal,lack,-0.42857142857142855,theist,TRUE
R_9S0JTszhR89wzXf,consent,1,0,0,0,-1,2,-2,-2,dax,0,male,39,no,god,normal,possess,0,atheist,TRUE
R_5cOaGDkuoPVamwZ,consent,3,2,0,2,-3,-2,-3,-2,dax,6,male,32,maybe,atheism,normal,possess,-0.14285714285714285,atheist,TRUE
R_1HvB5q7tUDSyG6F,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_aheTSoAVzLJhXQ9,consent,-2,-2,1,-2,-2,-2,-2,1,dax,0,male,25,no,god,abnormal,lack,-1.5714285714285714,theist,TRUE
R_3yrbMCRgpC5fHBX,consent,-1,1,0,0,0,-3,-2,1,dax,2,male,21,no,atheism,abnormal,possess,-0.7142857142857143,theist,TRUE
R_1Fk2HhGb5eTczeR,consent,2,1,2,1,-2,-3,-3,1,dax,6,female,31,no,god,normal,lack,-0.2857142857142857,theist,TRUE
R_6GnWevMUWjSwSbP,consent,1,2,1,-2,1,-2,-2,-1,dax,0,male,29,no,atheism,abnormal,possess,-0.14285714285714285,atheist,TRUE
R_ex19XKtrCtzPqQZ,consent,1,0,0,1,1,-2,-1,-2,dax,3,NA,NA,NA,atheism,abnormal,lack,0,atheist,TRUE
R_73OZHokVmk0SNvv,consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,god,normal,lack,NA,NA,FALSE
R_6DnxT59nzVhQI3X,consent,0,1,1,0,0,-3,-2,3,dax,0,male,27,no,god,abnormal,possess,-0.42857142857142855,theist,TRUE
R_etFFAs1R4bBU0ex,consent,2,1,-1,-2,-2,-2,-2,3,dax,6,female,72,no,atheism,normal,lack,-0.8571428571428571,theist,TRUE
R_bkEdg1L87zeQjdz,consent,1,1,1,2,2,-2,-2,-3,dax,2,male,24,no,god,abnormal,lack,0.42857142857142855,atheist,TRUE
R_aW7q0TyGeuEMi0J,consent,3,1,1,-1,1,-3,-3,3,dax,6,male,25,no,atheism,normal,possess,-0.14285714285714285,theist,TRUE
R_bvLD65gJhrPenMp,consent,-2,-2,-2,-2,-3,-3,-3,0,dax,0,male,24,no,atheism,abnormal,possess,-2.4285714285714284,neither,TRUE
R_8oUn69ByJlPcwy9,consent,1,0,0,1,0,-1,-2,-2,dax,6,male,24,no,god,normal,lack,-0.14285714285714285,atheist,TRUE
