participant_id,consent,important,science_class,theology_class,accept,gov_funding,who_funded,replicated,belief_likert,attention_check,reading_check,sex,age,done_before,explained_belief,condition,presence,composite_trust,theism,attention_correct
R_4UtXF8erDREUQRL,consent,1,-2,1,0,-2,-3,-2,-2,dax,6,male,36,no,atheism,abnormal,possess,-1,atheist,TRUE
R_3s1dZlHkHgBbmlf,consent,2,0,0,1,1,-1,-3,2,dax,6,female,24,no,god,normal,lack,0,theist,TRUE
R_eDTSkVMunTCj1at,consent,1,1,2,1,0,-2,-2,1,dax,6,male,22,no,god,abnormal,possess,0.14285714285714285,theist,TRUE
R_aeDSawJ71uVHvet,consent,1,1,1,-1,-2,-3,-2,2,dax,6,female,34,no,atheism,normal,lack,-0.7142857142857143,theist,TRUE
R_4J89G961l0hMBGB,consent,2,2,0,2,-2,-2,-2,3,dax,0,male,35,no,god,normal,lack,0,theist,TRUE
R_6yEFeRc8Vsz8rpb,consent,0,-2,-2,1,-2,-1,-2,-2,dax,6,male,27,no,atheism,abnormal,lack,-1.1428571428571428,atheist,TRUE
R_abHojopTvxa4p4V,consent,-3,-3,-3,-3,-3,-3,-1,-2,dax,6,male,33,no,atheism,abnormal,possess,-2.7142857142857144,atheist,TRUE
R_e55KeFNDhsRM3JP,consent,1,1,-1,0,1,-2,-2,-2,dax,6,male,22,no,god,normal,possess,-0.2857142857142857,atheist,TRUE
R_cIpz03tkbwR4VdX,consent,2,2,2,1,0,-3,-3,-2,dax,6,female,26,no,god,normal,possess,0.14285714285714285,atheist,TRUE
R_6J8Yabde7keo2Al,consent,-3,2,2,1,-3,3,-3,3,dax,6,male,28,no,atheism,abnormal,lack,-0.14285714285714285,theist,TRUE
R_3sLPz2BbiePBgb3,consent,-3,-3,-3,-3,-3,-1,-2,3,dax,6,male,42,maybe,god,normal,lack,-2.5714285714285716,theist,TRUE
R_3WQnDHrCgbBzGzX,consent,1,-1,-2,-1,3,-3,-2,-2,dax,6,male,28,no,atheism,abnormal,possess,-0.7142857142857143,atheist,TRUE
R_eWLof8kLSgiZzXD,consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,god,abnormal,lack,NA,NA,FALSE
R_3EQlnwI08x8BKdv,consent,3,1,1,1,0,-1,-1,0,dax,0,male,26,no,god,normal,lack,0.5714285714285714,neither,TRUE
R_bxBwk0tYxw8iszr,consent,2,1,0,0,2,-2,-2,-2,dax,6,male,20,no,atheism,abnormal,possess,0.14285714285714285,atheist,TRUE
R_aaQzVfBb8nmUI5f,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_bPWRgHAvBki1DKt,consent,2,1,1,0,1,-2,-2,3,dax,6,female,54,no,god,normal,possess,0.14285714285714285,theist,TRUE
R_eDOI8TSW1LaujVb,consent,2,1,1,0,-3,-3,-3,3,dax,6,male,65,no,atheism,abnormal,lack,-0.7142857142857143,theist,TRUE
R_0CGfvPREIH5Tn2B,consent,2,2,2,2,2,3,-3,-3,Dax,6,female,23,maybe,god,normal,possess,1.4285714285714286,atheist,TRUE
R_cHA01epoJm5bBOd,consent,3,0,0,0,3,-3,-3,3,dax,6,male,24,no,god,abnormal,possess,0,theist,TRUE
R_9Fzr4j4m7zAJ0Ff,consent,3,0,3,0,1,-3,-3,3,dax,6,female,24,no,atheism,normal,lack,0.14285714285714285,theist,TRUE
R_a4ZjsllPLWUj9Sl,consent,-3,-3,-3,0,-3,-3,-3,-3,dax,6,male,38,yes,atheism,abnormal,lack,-2.5714285714285716,atheist,TRUE
R_ahjZ0cMtATOspAV,consent,3,0,0,2,2,-3,-3,0,dax,6,female,40,no,god,normal,possess,0.14285714285714285,neither,TRUE
R_8vQrhioWR9wUtut,consent,-2,-2,-2,0,-2,-2,-2,2,dax,6,female,41,no,atheism,abnormal,lack,-1.7142857142857142,theist,TRUE
R_78RdzFpvDjA6znD,consent,1,3,2,-1,1,-2,-3,-2,dax,0,male,27,no,god,abnormal,lack,0.14285714285714285,atheist,TRUE
R_eKhTp6Nm4YqnCpD,consent,1,-3,-3,-2,2,-2,-3,-1,dax,0,male,24,no,atheism,abnormal,possess,-1.4285714285714286,atheist,TRUE
R_6hVlWPtX6jtl0CV,consent,0,0,1,-1,0,-2,-2,0,dax,6,male,40,no,god,abnormal,lack,-0.5714285714285714,neither,TRUE
R_0B7xB20CAuDC3M9,consent,0,-3,-3,-2,0,-2,-3,-3,dax,6,male,35,no,god,normal,lack,-1.8571428571428572,atheist,TRUE
R_3KQJhPOa3YOG74h,consent,-1,-1,-1,-1,-1,-1,-1,3,dax,6,female,28,no,atheism,normal,possess,-1,theist,TRUE
R_dbCuFzeM59d5CMR,consent,2,3,3,0,-3,-2,-3,3,dax,2,male,30,no,atheism,normal,possess,0,theist,TRUE
R_2rckND2gLb1sfe5,consent,3,3,3,3,0,-3,-3,-3,dax,6,female,20,no,god,normal,possess,0.8571428571428571,atheist,TRUE
R_9pfBUMagQ0t225T,consent,2,1,2,3,1,-2,-2,-3,dax,6,male,25,no,atheism,abnormal,lack,0.7142857142857143,atheist,TRUE
R_4ZTIruXnNXKHOiF,consent,2,1,1,2,-1,-0,-1,2,dax,5,male,28,no,atheism,normal,lack,0.5714285714285714,theist,TRUE
R_eY9aoLCslC5IxCd,consent,-1,2,2,0,-1,-3,-3,-2,dax,6,male,28,no,atheism,abnormal,possess,-0.5714285714285714,atheist,TRUE
R_39tL0pPWjVtzoXP,consent,3,1,2,1,1,-3,-3,-3,dax,6,male,25,no,god,abnormal,possess,0.2857142857142857,atheist,TRUE
R_afXdhISabaYcLYh,consent,0,0,-2,0,0,-2,-3,-3,dax,6,male,29,no,god,normal,lack,-1,atheist,TRUE
R_bIbAncTDWXiFAhf,consent,1,0,0,1,-1,-2,-2,0,dax,6,male,27,no,atheism,normal,lack,-0.42857142857142855,neither,TRUE
R_5zNmr9w29ZbcPit,consent,-2,0,-2,-1,-3,-2,-1,3,NA,0,female,39,no,god,abnormal,possess,-1.5714285714285714,theist,FALSE
R_7OmmkbSLWCtKvxr,consent,0,1,0,1,1,-2,-3,2,dax,6,male,39,no,atheism,abnormal,possess,-0.2857142857142857,theist,TRUE
R_77FofoztLBZ7hIh,consent,3,3,3,3,3,-3,-3,-2,dax,6,male,28,no,god,abnormal,lack,1.2857142857142858,atheist,TRUE
R_4GaKi8q3gpa6JI9,consent,3,2,2,1,1,-2,-2,-2,dax,0,male,38,no,god,normal,lack,0.7142857142857143,atheist,TRUE
R_cu0rdJcOduv5tTD,consent,1,1,1,1,1,1,-1,3,dax,6,male,25,no,atheism,normal,possess,0.7142857142857143,theist,TRUE
R_8bPAxUgKZSmNY3P,consent,2,1,0,1,1,-2,-2,2,dax,6,male,28,no,god,abnormal,lack,0.14285714285714285,theist,TRUE
R_eMehyxE0mlrDB1b,consent,2,3,3,2,3,-3,-3,-2,dax,6,female,26,no,atheism,normal,possess,1,atheist,TRUE
R_08LODimtn0vl0zP,consent,3,-1,-1,0,1,-2,-2,1,dax,6,male,29,no,god,normal,possess,-0.2857142857142857,theist,TRUE
R_3qLiUYqXYC4HrFP,consent,3,-2,-2,-1,-3,2,-2,0,dax,0,male,27,no,god,normal,lack,-0.7142857142857143,neither,TRUE
R_55sHVrnHvHJr9WJ,consent,2,-2,-1,1,0,-0,-1,-2,dax,0,male,18,no,atheism,abnormal,lack,-0.14285714285714285,atheist,TRUE
R_0DOru1mXalPgx6J,consent,-1,-1,0,0,1,-2,-1,0,dax,2,male,22,maybe,atheism,abnormal,possess,-0.5714285714285714,neither,TRUE
R_bfj4O7w0DZp62Ql,consent,1,0,1,-1,-1,-2,-3,0,dax,6,female,26,no,god,normal,possess,-0.7142857142857143,neither,TRUE
R_0lEIwRrSjxQaGgt,consent,0,0,0,-3,-3,-3,-3,3,dax,6,male,27,yes,god,normal,possess,-1.7142857142857142,theist,TRUE
R_1TRhq6oIOsbmWq1,consent,0,1,1,2,0,1,-2,-2,dax,6,male,20,no,atheism,abnormal,lack,0.42857142857142855,atheist,TRUE
R_6mwjeMMHce68yMJ,consent,1,-1,-1,-1,-1,-0,-1,2,dax,6,male,23,no,atheism,normal,lack,-0.5714285714285714,theist,TRUE
R_3R6I1l7LgHIguTb,consent,0,3,2,2,-3,3,-3,-3,dax,0,male,18,no,god,abnormal,possess,0.5714285714285714,atheist,TRUE
R_0cyK2cTJrfXOjuB,consent,3,2,0,2,3,1,-0,-3,dax,0,female,27,no,god,normal,possess,1.5714285714285714,atheist,TRUE
R_d0anLPcfxC9UkS1,consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,atheism,abnormal,lack,NA,NA,FALSE
R_bkLt1tvgSpFxBrL,consent,1,-2,-2,-1,-1,1,-1,-1,dax,2,female,36,no,atheism,abnormal,lack,-0.7142857142857143,atheist,TRUE
R_2300Z7MwqHSmxZr,consent,-1,-1,-1,0,-1,1,-1,3,dax,0,female,48,no,atheism,normal,possess,-0.5714285714285714,theist,TRUE
R_07brUsVebHqUIWV,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_56DQLD2TKj6t1tj,consent,0,-2,-2,-3,-3,-2,-1,-2,dax,6,male,26,no,god,abnormal,lack,-1.8571428571428572,atheist,TRUE
R_e4BzUSLcoBrO46N,consent,1,0,0,0,-1,-1,-1,-2,dax,2356,male,49,maybe,atheism,abnormal,possess,-0.2857142857142857,atheist,TRUE
R_etCuSdXdjpcqx2B,consent,1,0,1,0,1,-3,-2,0,dax,6,male,23,no,god,normal,lack,-0.2857142857142857,neither,TRUE
R_0eK8YrHZYs8h19b,consent,1,-1,1,0,1,-1,-0,-2,dax,6,male,38,no,atheism,abnormal,possess,0.14285714285714285,atheist,TRUE
R_1Hu7BUzdtsmOUKx,consent,2,2,0,2,2,-1,-1,-3,dax,6,female,24,no,atheism,normal,possess,0.8571428571428571,atheist,TRUE
R_413dROVXVQut4sB,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_8vPaClgDx3hFebH,consent,-1,-1,-1,-1,-1,-1,-2,3,dax,6,female,34,no,god,abnormal,lack,-1.1428571428571428,theist,TRUE
R_6LjfCz09TjSo9vf,consent,1,2,-1,0,-1,-1,-3,3,dax,56,female,30,no,atheism,normal,possess,-0.42857142857142855,theist,TRUE
R_50IALTeVCt6toVL,consent,2,-3,0,0,2,-3,-2,2,dax,6,female,32,no,god,abnormal,lack,-0.5714285714285714,theist,TRUE
R_bJaPnWabOG05SAd,consent,0,0,0,0,0,-0,-0,-2,dax,6,male,23,no,atheism,abnormal,lack,0,atheist,TRUE
R_5muujBqXawu3ZHf,consent,3,2,2,0,-3,-3,-3,2,dax,6,female,41,no,god,normal,possess,-0.2857142857142857,theist,TRUE
R_7W1WEtvDGz7m0At,consent,0,-2,0,-2,-2,-2,-0,3,dax,6,female,24,no,god,normal,lack,-1.1428571428571428,theist,TRUE
R_1SQxyKrrMGMTIJn,consent,0,-3,-3,-3,-3,-3,-3,3,dax,35,male,47,no,atheism,abnormal,possess,-2.5714285714285716,theist,TRUE
R_0HYkg6LSqsNG8KN,consent,0,0,1,0,0,-2,-1,0,dax,3,female,27,no,atheism,normal,lack,-0.2857142857142857,neither,TRUE
R_bsI50CIuNElAJW5,consent,0,1,0,0,2,-1,-1,-2,dax,23,male,31,no,god,normal,lack,0.14285714285714285,atheist,TRUE
R_exHyuW6Cwve5FvT,consent,2,1,-2,1,2,-2,-3,-1,dax,6,female,21,no,god,abnormal,possess,-0.14285714285714285,atheist,TRUE
R_7UMze4lqOmfOkIt,consent,1,-3,-2,-3,-3,-3,-3,0,dax,6,female,23,no,atheism,abnormal,possess,-2.2857142857142856,neither,TRUE
R_bkhIBJSPHXjo27H,consent,-1,1,0,1,1,-1,-2,3,dax,2356,male,26,no,atheism,abnormal,lack,-0.14285714285714285,theist,TRUE
R_dbNZCMcWyIS7Ud7,consent,0,0,2,0,-2,-2,-2,2,dax,6,female,28,no,god,normal,lack,-0.5714285714285714,theist,TRUE
R_ag8I5XUWmeTKSaN,consent,-1,-3,-2,-1,-3,-3,-3,1,dax,6,female,19,no,atheism,abnormal,possess,-2.2857142857142856,theist,TRUE
R_a30HblSTS0jzVKl,consent,-2,-3,0,0,-1,-3,-3,-3,dax,6,female,26,no,god,normal,possess,-1.7142857142857142,atheist,TRUE
R_9FGhKQKFb4IR8Gh,consent,3,1,-2,-2,0,-3,-3,2,dax,236,female,25,no,atheism,abnormal,possess,-0.8571428571428571,theist,TRUE
R_4MVA7dCOicaIM0R,consent,3,3,3,1,1,-3,-1,-3,dax,6,female,25,no,god,normal,lack,1,atheist,TRUE
R_a5cJhhgLjwjBS4t,consent,-2,0,0,-2,-2,2,1,0,dax,0,NA,NA,NA,atheism,normal,lack,-0.42857142857142855,neither,TRUE
R_3lbXpy5YVErGQIt,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_1R2RZAImnQRVDfL,consent,2,0,1,-1,0,-3,-1,3,dax,6,female,47,maybe,god,normal,lack,-0.2857142857142857,theist,TRUE
R_4O3K5p9IZLYH1CR,consent,-1,1,-3,-2,3,-3,-3,-3,dax,6,male,30,no,atheism,normal,possess,-1.1428571428571428,atheist,TRUE
R_1NwLiGG6BbTSt0x,consent,3,0,1,3,1,-2,-2,-2,dax,6,male,23,no,god,abnormal,lack,0.5714285714285714,atheist,TRUE
R_8lkCFnuDkM3d4MZ,consent,3,2,2,2,2,-3,-3,-2,dax,6,male,31,no,god,abnormal,possess,0.7142857142857143,atheist,TRUE
R_3QxtTmmgqSfbsH3,consent,0,0,2,1,-1,-2,-2,2,dax,235,male,24,no,atheism,abnormal,lack,-0.2857142857142857,theist,TRUE
R_eJcteE96wK9VUKF,consent,-2,-2,-2,-2,-3,-2,-2,3,dax,6,female,36,no,atheism,normal,lack,-2.142857142857143,theist,TRUE
R_ePcAJoGNRYAz03j,consent,0,0,0,1,0,-0,-2,0,dax,6,female,31,no,god,normal,possess,-0.14285714285714285,neither,TRUE
R_bg4Z89Ta1yScUGF,consent,1,-2,1,0,-1,-2,-2,1,dax,6,female,25,no,god,abnormal,possess,-0.7142857142857143,theist,TRUE
R_5jLBZmUOPwa8hs9,consent,3,2,-2,2,2,-2,-3,-2,dax,6,female,31,no,atheism,normal,lack,0.2857142857142857,atheist,TRUE
R_5BWtqrn5eQMCPBz,consent,2,-3,2,1,-1,-1,-1,-2,dax,0,female,28,no,god,normal,lack,-0.14285714285714285,atheist,TRUE
R_8laDmoCjFBPsVEN,consent,-1,1,1,1,0,-1,-0,3,dax,6,female,21,no,god,normal,lack,0.14285714285714285,theist,TRUE
R_2mHSN4E9JeVxcep,consent,1,-1,-1,0,0,-3,-2,1,dax,2,male,24,no,atheism,abnormal,possess,-0.8571428571428571,theist,TRUE
R_eVXvTgYj6jq6yaN,consent,3,3,3,3,3,-3,-3,0,dax,3,male,25,no,atheism,normal,lack,1.2857142857142858,neither,TRUE
R_2tNspoLbdkfnsq1,consent,2,2,0,2,2,-0,-2,-3,dax,6,female,20,no,god,abnormal,possess,0.8571428571428571,atheist,TRUE
R_6qUQOf8O4LEJhYN,consent,2,1,0,1,1,-3,-3,-1,dax,6,male,33,no,atheism,normal,lack,-0.14285714285714285,atheist,TRUE
R_1MKHu65R5JsjA5D,consent,2,2,2,2,2,-2,-3,0,dax,0,female,27,no,god,normal,lack,0.7142857142857143,neither,TRUE
R_0xsWce9A5dRzEMt,consent,0,-2,0,-2,-2,-1,-0,0,dax,5,female,25,no,god,abnormal,possess,-1,neither,TRUE
R_2hpKfuisdQgN2kt,consent,2,2,2,1,2,-2,-3,-2,dax,6,female,29,no,atheism,abnormal,lack,0.5714285714285714,atheist,TRUE
R_8eVkXoyStP9hYqh,consent,0,1,0,0,1,-2,-2,2,dax,6,other,29,no,atheism,abnormal,possess,-0.2857142857142857,theist,TRUE
R_9nNrdoFVMG6hjZb,consent,1,0,1,-1,0,-3,-3,0,dax,6,male,35,no,atheism,abnormal,possess,-0.7142857142857143,neither,TRUE
R_eIEIXlh3oBEddcx,consent,2,2,3,3,0,-2,-3,3,dax,2,female,56,NA,god,normal,lack,0.7142857142857143,theist,TRUE
R_6FmDF96Lc5QnJNX,consent,0,0,0,1,-1,-1,-1,0,dax,6,female,25,no,god,normal,lack,-0.2857142857142857,neither,TRUE
R_51NydmurKRS4ucR,consent,1,0,0,0,-2,-2,-2,3,dax,6,female,33,no,god,normal,possess,-0.7142857142857143,theist,TRUE
R_9YxRH2SL5NnD3X7,consent,0,2,0,0,-3,-2,-2,0,dax,0,male,23,no,god,normal,possess,-0.7142857142857143,neither,TRUE
R_cG9dSTslatt5kIR,consent,1,-2,-1,-2,-2,-2,-1,2,dax,0,female,21,no,atheism,abnormal,lack,-1.2857142857142858,theist,TRUE
R_4Ynu0zFJQIzozdj,consent,1,-1,-1,0,-1,-1,-1,0,dax,6,female,19,no,atheism,abnormal,lack,-0.5714285714285714,neither,TRUE
R_8ILhIF0MMkauwiF,consent,0,-1,0,1,1,-1,-2,0,dax,0,male,22,no,god,normal,possess,-0.2857142857142857,neither,TRUE
R_5sv0tkUEJqgoJGl,consent,2,1,1,0,1,1,-1,-3,dax,0,male,21,no,atheism,abnormal,possess,0.7142857142857143,atheist,TRUE
R_eu1ECXry2u57rc9,consent,0,-1,-1,-1,-2,-2,-2,0,dax,6,male,33,no,god,normal,lack,-1.2857142857142858,neither,TRUE
R_ahQknWiFh4QckEl,consent,2,1,2,1,1,-3,-3,-2,dax,0,male,24,no,god,abnormal,lack,0.14285714285714285,atheist,TRUE
R_6tcX502WG3VzS3b,consent,2,2,2,2,2,-2,-3,-3,dax,6,female,40,no,god,normal,lack,0.7142857142857143,atheist,TRUE
R_3sLJtHsUq0SSKdD,consent,2,0,2,0,2,-0,-2,3,dax,36,female,45,maybe,atheism,normal,possess,0.5714285714285714,theist,TRUE
R_6u6ha4iDkARn6mN,consent,2,1,2,-2,-1,-3,-3,3,dax,6,female,72,no,atheism,abnormal,possess,-0.5714285714285714,theist,TRUE
R_3eknVr0bwyjQCMJ,consent,2,2,0,2,1,-1,-2,-2,dax,2,female,36,no,atheism,abnormal,possess,0.5714285714285714,atheist,TRUE
R_0dZivl426TJgSmp,consent,1,3,3,2,3,-1,-3,-3,dax,6,male,31,no,atheism,abnormal,possess,1.1428571428571428,atheist,TRUE
R_8jGpPE2xKUc9Tsp,consent,0,1,1,-2,0,-3,-3,-3,dax,6,male,25,no,god,normal,lack,-0.8571428571428571,atheist,TRUE
R_0wkkk734doyINXD,consent,2,2,2,2,2,-2,-2,-1,NA,6,male,20,no,god,abnormal,possess,0.8571428571428571,atheist,FALSE
R_0977N9AOjtTTl8p,consent,2,0,0,-1,0,-2,-1,1,dax,6,male,37,no,god,normal,lack,-0.2857142857142857,theist,TRUE
R_0CbG862vV5aw35P,consent,3,0,0,2,3,-2,-2,-2,dax,6,male,35,no,atheism,normal,lack,0.5714285714285714,atheist,TRUE
R_4SkS0r7MbH2KNKZ,consent,3,0,0,0,0,-3,-3,-3,dax,6,female,28,no,god,abnormal,lack,-0.42857142857142855,atheist,TRUE
R_5gA06shirJyVtGt,consent,1,1,1,-2,1,-3,-3,-2,dax,6,female,24,no,god,abnormal,lack,-0.5714285714285714,atheist,TRUE
R_eloVIfDqLFPrdBj,consent,3,2,3,0,0,-3,-3,1,dax,6,male,41,no,atheism,normal,possess,0.2857142857142857,theist,TRUE
R_5tdgRKjcg7WanuB,consent,-2,-1,-1,0,-1,-2,-2,0,dax,0,NA,NA,NA,atheism,abnormal,lack,-1.2857142857142858,neither,TRUE
R_6YxyHRMzqvwXb37,consent,0,-1,0,1,0,1,-1,3,dax,2356,NA,NA,NA,atheism,abnormal,possess,0,theist,TRUE
