participant_id,consent,michael_should,you_should,michael_would,you_would,germ_theory,evolution,god,soulmate,murder_wrong,vegetarianism,attention_check,done_before,sex,age,valence,domain,prevalence,own_belief,condition,agrees_with_michael,common_avg,rare_avg,pass_check
R_0r0HCdYpsqfORb7,consent,3,3,3,3,90,20,50,90,99,90,dax,no,male,24,2,moral,common,3,unreliable,TRUE,79.66666666666667,66.66666666666667,TRUE
R_bCx0j6SlxWGt4fX,consent,0,-0,0,-0,95,35,60,40,100,20,NA,no,male,37,1,scientific,rare,0,reliable,FALSE,85,31.666666666666668,FALSE
R_22VPx6CqmeydQbP,consent,0,-0,1,-0,90,65,50,20,100,20,dax,no,male,30,1,moral,rare,-3,neutral,FALSE,80,35,TRUE
R_bmu13bh8EIyfnnf,consent,3,-0,3,-0,90,80,75,60,99,30,dax,no,male,29,1,religious,rare,-2,reliable,FALSE,88,56.666666666666664,TRUE
R_9WQoj0XaDVR24tL,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_5jLTEQ1xNhqor0V,consent,0,1,1,1,40,40,80,50,99,30,dax,no,male,31,1,scientific,common,2,neutral,TRUE,73,40,TRUE
R_a5HpBkm9Tw2vM45,consent,-2,-2,-1,2,90,60,80,80,95,40,dax,no,female,24,2,scientific,common,3,unreliable,TRUE,88.33333333333333,60,TRUE
R_3UhcShNIdGELsfb,consent,0,3,0,3,98,60,60,20,90,25,dax,yes,male,23,2,religious,common,-3,neutral,FALSE,82.66666666666667,35,TRUE
R_6Mf8V4d3zairs1L,consent,1,0,-2,0,70,60,80,50,90,20,dax,no,male,29,2,moral,common,1,unreliable,TRUE,80,43.333333333333336,TRUE
R_eEEzT7gDGPjTEmp,consent,-1,1,2,0,20,25,45,65,55,30,dax,no,female,23,1,moral,common,2,reliable,TRUE,40,40,TRUE
R_23kmGiJU7lQFeo5,consent,3,-0,3,-0,100,60,40,40,99,10,NA,no,female,32,2,religious,common,-3,reliable,FALSE,79.66666666666667,36.666666666666664,FALSE
R_5iIi62sNwipRuXX,consent,-2,1,-1,1,50,20,60,20,90,10,dax,no,male,23,1,moral,rare,-1,unreliable,FALSE,66.66666666666667,16.666666666666668,TRUE
R_5AAfE7VbTAniTUp,consent,2,-2,2,-2,60,10,50,40,100,40,NA,no,female,23,1,religious,rare,-3,neutral,FALSE,70,30,FALSE
R_1SbPFfEOiwSonM9,consent,-1,0,0,0,100,80,60,10,99,8,dax,no,female,38,1,scientific,common,3,unreliable,TRUE,86.33333333333333,32.666666666666664,TRUE
R_bNLOJUuAk3xpxA1,consent,-2,2,2,2,90,40,85,60,98,5,dax,no,male,24,1,religious,common,-3,neutral,FALSE,91,35,TRUE
R_0upky1rkaQv5CrX,consent,2,-2,2,-1,90,60,80,65,95,20,dax,no,female,43,2,scientific,rare,-2,reliable,FALSE,88.33333333333333,48.333333333333336,TRUE
R_4T7e8WAL54pO1sp,consent,-1,1,1,1,90,60,80,30,90,70,dax,no,female,35,2,religious,rare,-1,neutral,FALSE,86.66666666666667,53.333333333333336,TRUE
R_cV1djhEgrPQZtch,consent,-2,2,-1,-2,90,30,50,5,99,1,dax,no,female,26,2,moral,rare,-3,reliable,FALSE,79.66666666666667,12,TRUE
R_bq48NlidbZMS4BL,consent,-1,-0,-1,-0,100,70,90,95,98,15,dax,no,male,34,1,scientific,rare,0,unreliable,FALSE,96,60,TRUE
R_0jFEhwJMtUhJmIZ,consent,2,2,3,3,100,75,80,10,95,70,dax,maybe,female,73,2,scientific,rare,3,neutral,TRUE,91.66666666666667,51.666666666666664,TRUE
R_5z0eCEw2TrvkzRj,consent,3,3,3,3,100,25,95,20,100,5,dax,no,male,31,2,scientific,common,3,reliable,TRUE,98.33333333333333,16.666666666666668,TRUE
R_eIMhrBB3XoRjdRz,consent,0,0,0,0,70,70,75,35,100,30,dax,maybe,female,63,2,religious,common,1,unreliable,TRUE,81.66666666666667,45,TRUE
R_e5M6Slt5lnkfSUl,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_8nRCxgvzEYBah7L,consent,0,-0,2,-0,80,40,85,80,94,15,dax,no,male,28,2,religious,rare,-3,neutral,FALSE,86.33333333333333,45,TRUE
R_8jGZ7eUnc35HRpH,consent,-1,0,-1,0,90,50,60,40,80,20,dax,no,female,21,1,scientific,rare,3,unreliable,TRUE,76.66666666666667,36.666666666666664,TRUE
R_doHckecbSempHUh,consent,3,3,3,3,95,50,90,25,95,10,dax,no,female,67,1,moral,common,3,reliable,TRUE,93.33333333333333,28.333333333333332,TRUE
R_bDYPDmtgV1y8nIx,consent,-2,2,2,-3,100,90,70,70,100,80,dax,no,male,27,2,moral,rare,0,reliable,FALSE,90,80,TRUE
R_5cZIdGgwqPh1s2h,consent,0,-0,0,-0,75,70,90,65,80,10,dax,no,female,63,1,religious,rare,-2,unreliable,FALSE,81.66666666666667,48.333333333333336,TRUE
R_2hQsyXFEGVF8MMl,consent,1,1,0,0,99,87,80,56,99,17,dax,no,male,31,1,scientific,common,3,neutral,TRUE,92.66666666666667,53.333333333333336,TRUE
R_2o7JEMCTZyuM2C9,consent,2,2,3,2,90,50,80,80,50,25,dax,no,male,48,2,scientific,common,3,reliable,TRUE,73.33333333333333,51.666666666666664,TRUE
R_8wskLMiA8Trlf37,consent,0,-0,0,-0,10,5,20,5,10,5,dax,no,male,29,2,moral,common,0,unreliable,FALSE,13.333333333333334,5,TRUE
R_efW0gIBnSaU7kbz,consent,2,-0,2,-0,80,80,50,50,100,30,dax,maybe,female,20,1,moral,rare,-2,neutral,FALSE,76.66666666666667,53.333333333333336,TRUE
R_b1q1FDrBQBw9ppr,consent,0,0,0,0,75,15,60,50,95,6,dax,no,female,25,1,religious,common,3,reliable,TRUE,76.66666666666667,23.666666666666668,TRUE
R_d5B76ahHhQwGlVj,consent,1,0,-1,0,95,70,55,75,99,16,dax,no,male,24,1,scientific,common,3,unreliable,TRUE,83,53.666666666666664,TRUE
R_8iVYTOEKzIwd2Gp,consent,2,2,2,2,80,75,95,50,100,10,dax,no,female,64,2,religious,common,3,neutral,TRUE,91.66666666666667,45,TRUE
R_b6Zzc9UWQ9EIZdb,consent,-1,1,-1,1,100,70,80,60,100,10,dax,no,male,59,2,religious,rare,-3,unreliable,FALSE,93.33333333333333,46.666666666666664,TRUE
R_3wv0snZQ8umYxZr,consent,0,0,0,0,97,67,86,70,99,12,dax,no,male,26,1,scientific,rare,3,neutral,TRUE,94,49.666666666666664,TRUE
R_6rLia0MvGp3BpMV,consent,0,-2,0,-2,92,45,62,39,95,30,dax,no,male,20,2,scientific,rare,-2,reliable,FALSE,83,38,TRUE
R_cvuHLqmtGYIdetf,consent,-2,3,-2,3,89,15,89,70,99,5,dax,no,female,28,1,religious,rare,-3,unreliable,FALSE,92.33333333333333,30,TRUE
R_5AycoS9ogZ7uWdT,consent,1,1,1,3,85,75,75,65,75,85,NA,no,male,25,1,religious,common,-2,reliable,FALSE,78.33333333333333,75,FALSE
R_6sMcWkDTZXSqFmZ,consent,1,-0,1,-0,80,70,95,95,98,40,dax,no,female,34,1,moral,rare,-2,neutral,FALSE,91,68.33333333333333,TRUE
R_5AZ6HeNekasAjTD,consent,0,0,0,0,99,80,50,60,99,5,dax,no,male,35,1,moral,common,3,unreliable,TRUE,82.66666666666667,48.333333333333336,TRUE
R_9WGg50DE7H544TP,consent,2,2,2,2,90,60,60,65,95,20,dax,no,male,50,2,scientific,common,3,reliable,TRUE,81.66666666666667,48.333333333333336,TRUE
R_43cLjFbEI3MKqLH,consent,2,-2,3,-1,95,70,50,80,90,40,dax,no,female,34,2,moral,rare,-1,neutral,FALSE,78.33333333333333,63.333333333333336,TRUE
R_79DgulZgqKnLTaB,consent,0,-0,0,-0,95,75,75,34,100,15,NA,maybe,male,27,2,moral,common,-3,unreliable,FALSE,90,41.333333333333336,FALSE
R_0lxH8FafwVgTD7L,consent,1,1,0,0,10,10,100,75,50,50,'dax',maybe,female,39,1,scientific,common,2,neutral,TRUE,53.333333333333336,45,TRUE
R_3ejZtfNuyCQxnbD,consent,2,-0,2,1,90,40,70,45,95,30,dax,yes,female,60,2,moral,rare,0,reliable,FALSE,85,38.333333333333336,TRUE
R_cUqIIBqQXHZJcOh,consent,0,0,1,0,95,75,55,30,100,15,dax,no,male,29,1,moral,common,3,neutral,TRUE,83.33333333333333,40,TRUE
R_5jpDdOGkPqVWoex,consent,0,0,0,0,97,65,80,60,100,10,dax,maybe,female,23,2,scientific,rare,3,unreliable,TRUE,92.33333333333333,45,TRUE
R_9tysXdZhVuvCxEN,consent,2,-0,2,-0,50,50,80,50,95,20,dax,no,female,33,2,religious,rare,0,reliable,FALSE,75,40,TRUE
R_bKoAo8JONe6OtXn,consent,3,3,3,3,100,50,65,10,100,20,dax,no,female,67,2,scientific,common,3,reliable,TRUE,88.33333333333333,26.666666666666668,TRUE
R_cCrwBM3ADjmB1qZ,consent,-3,-3,-2,-3,80,60,85,80,100,40,NA,no,male,41,1,scientific,rare,1,unreliable,TRUE,88.33333333333333,60,FALSE
R_eQl4lb43WCypXzD,consent,-2,3,-1,3,95,45,70,20,99,10,dax,no,male,26,1,religious,rare,-3,neutral,FALSE,88,25,TRUE
R_doEnO5McE2iEgdv,consent,3,3,3,3,90,50,95,50,100,50,NA,maybe,female,56,2,religious,common,3,reliable,TRUE,95,50,FALSE
R_abl43HG8GKaXZ2J,consent,0,0,0,0,95,60,85,25,99,10,dax,no,female,30,1,moral,rare,2,neutral,TRUE,93,31.666666666666668,TRUE
R_6WgXp8RpGoheCgd,consent,0,0,0,0,99,60,50,35,95,20,dax,yes,female,65,2,moral,common,3,unreliable,TRUE,81.33333333333333,38.333333333333336,TRUE
R_eaJvhht23AQDzq5,consent,3,3,3,3,56,27,44,57,100,22,dax,no,female,54,1,religious,common,3,neutral,TRUE,66.66666666666667,35.333333333333336,TRUE
R_bvmGf3xysgmEn2J,consent,3,3,3,NA,90,75,75,80,99,15,dax,no,male,29,1,scientific,rare,2,reliable,TRUE,88,56.666666666666664,TRUE
R_9Ld98L974fTwwvj,consent,-1,0,-1,0,90,65,80,20,95,20,dax,no,male,56,2,religious,common,2,unreliable,TRUE,88.33333333333333,35,TRUE
R_29orpN9FOVz1sfb,consent,3,3,3,3,60,65,50,40,100,20,dax,no,female,44,2,religious,rare,1,neutral,TRUE,70,41.666666666666664,TRUE
R_b9qeA96AhFTLh7n,consent,3,3,3,3,90,75,75,75,95,25,dax,no,female,62,1,moral,common,3,reliable,TRUE,86.66666666666667,58.333333333333336,TRUE
R_1zyAq8xdLP8qGkl,consent,-1,-1,-1,-1,90,80,80,40,70,20,dax,no,female,31,1,scientific,common,3,unreliable,TRUE,80,46.666666666666664,TRUE
R_0AnIDOIHSXAVAix,consent,2,2,0,0,70,80,95,94,100,98,dax,no,female,37,1,religious,rare,2,neutral,TRUE,88.33333333333333,90.66666666666667,TRUE
R_5jBs4AtTotI0WeV,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_9uHTPwheIajCRvf,consent,0,0,0,0,70,40,45,30,99,50,dax,no,female,22,1,religious,common,2,unreliable,TRUE,71.33333333333333,40,TRUE
R_40mKxTjKfBv6btj,consent,3,-2,3,-0,99,85,98,80,100,15,dax,no,female,47,2,moral,rare,-3,reliable,FALSE,99,60,TRUE
R_9RYHvuUC83uyORn,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_a9LhejYJiNs7pT7,consent,2,2,2,2,70,65,60,50,95,20,dax,no,female,29,2,moral,common,3,reliable,TRUE,75,45,TRUE
R_db48TdKzOA4WFaB,consent,0,0,0,0,99,85,75,25,99,35,dax,no,female,26,2,scientific,common,2,unreliable,TRUE,91,48.333333333333336,TRUE
R_etwwjywin4Nec0l,consent,0,-0,0,-0,85,40,70,50,99,35,Dax,no,female,42,2,scientific,rare,-1,neutral,FALSE,84.66666666666667,41.666666666666664,TRUE
R_eFE8DlRO373lwOx,consent,0,-2,3,-0,100,75,45,10,100,20,dax,maybe,female,41,1,moral,rare,-3,reliable,FALSE,81.66666666666667,35,TRUE
R_cxdFHFUXhNhOIOV,consent,1,1,1,1,35,11,24,63,64,43,NA,no,female,20,2,scientific,rare,-1,neutral,FALSE,41,39,FALSE
R_1BmXxZuWaPMZtqJ,consent,-2,-2,-2,-2,50,50,80,60,95,10,NA,no,female,30,1,scientific,rare,1,unreliable,TRUE,75,40,FALSE
R_50yzZpyGenHUCVL,consent,3,3,3,3,5,6,40,1,10,5,job; housing; medication,no,female,33,2,religious,common,3,reliable,TRUE,18.333333333333332,4,FALSE
R_bPMfGhbgeiE9hqt,consent,-1,1,-2,2,90,70,95,80,99,5,dax,no,female,26,2,moral,rare,-1,unreliable,FALSE,94.66666666666667,51.666666666666664,TRUE
R_bNiDIN4H2ACHHkp,consent,0,1,2,0,99,85,75,65,100,65,dax,no,female,38,1,moral,common,3,neutral,TRUE,91.33333333333333,71.66666666666667,TRUE
