participant_id,consent,belief_in_god,conf_in_existing,heard_of_existing,michael_should,michael_would,plausible,realistic,common_check,proper_check,agree_check,done_before,sex,age,common,proper,theism,pass.common,pass.proper,pass.agree
R_1JY4qisJxojnVsx,consent,-2,6,2,2,3,2,1,2,1,1,no,female,31,common,improper,atheist,FALSE,FALSE,TRUE
R_3HzR3k0OrbCYQYn,consent,0,5,4,0,0,3,3,2,2,1,no,male,26,common,improper,neither,FALSE,TRUE,TRUE
R_3M40icvkry2Ss1R,consent,2,2,4,3,3,0,-2,1,1,1,no,female,43,common,improper,theist,TRUE,FALSE,TRUE
R_24d5PugiRaOW6o7,consent,3,7,4,3,3,3,1,1,1,1,no,female,54,common,improper,theist,TRUE,FALSE,TRUE
R_RfrtVQHpBwP6hu9,consent,3,6,4,0,0,1,1,1,2,2,no,female,63,uncommon,improper,theist,FALSE,TRUE,FALSE
R_3iP7qeTK0t2FMqk,consent,-2,6,4,0,3,2,2,1,1,1,no,female,38,common,proper,atheist,TRUE,TRUE,TRUE
R_117nZBlKRB4ClzZ,consent,-1,5,3,0,0,1,2,2,2,1,maybe,male,37,common,improper,atheist,FALSE,TRUE,TRUE
R_2Ww29qN5jv993iu,consent,0,6,2,-1,-1,2,2,1,2,1,no,female,23,common,improper,neither,TRUE,TRUE,TRUE
R_OiDv8FF9uF1pkMV,consent,-1,5,2,1,2,2,2,1,1,1,no,male,35,common,proper,atheist,TRUE,TRUE,TRUE
R_1NsRwktrvdUgABp,consent,0,5,4,0,3,2,2,3,1,1,no,male,39,uncommon,proper,neither,FALSE,TRUE,TRUE
R_20OTg9MOnsNAB67,consent,2,6,3,2,1,2,0,3,1,2,no,female,36,common,proper,theist,FALSE,TRUE,FALSE
R_10ZyuLbBcWAENlR,consent,-2,5,2,-1,0,1,2,1,2,1,no,female,35,common,improper,atheist,TRUE,TRUE,TRUE
R_2w7gb1GVrxUZ83o,consent,3,7,4,1,1,-2,-2,1,2,1,no,male,52,common,improper,theist,TRUE,TRUE,TRUE
R_3hgzZpAJbi1RkZQ,consent,3,4,4,0,0,1,1,4,1,1,no,male,44,uncommon,improper,theist,TRUE,FALSE,TRUE
R_2PcGsWQ9BACWQey,consent,1,6,2,1,0,0,1,2,1,1,no,male,25,common,proper,theist,FALSE,TRUE,TRUE
R_2Wum6BudshBmBFE,consent,-3,6,3,-2,0,2,2,3,1,1,no,male,44,uncommon,proper,atheist,FALSE,TRUE,TRUE
R_2SoS6vhRGFFKOUx,consent,3,7,3,3,3,3,3,3,1,1,no,female,30,common,proper,theist,FALSE,TRUE,TRUE
R_9ZEYooXKwDTUehH,consent,3,6,4,2,2,2,1,2,1,2,no,female,31,uncommon,improper,theist,FALSE,FALSE,FALSE
R_1IHkYq6ghRfmVmL,consent,-3,3,1,-2,-2,1,1,2,2,1,no,male,26,uncommon,improper,atheist,FALSE,TRUE,TRUE
R_3NPobdUBmEtwaeB,consent,3,6,3,2,3,2,2,4,1,1,no,female,64,uncommon,proper,theist,TRUE,TRUE,TRUE
R_DCXzxfXAEpimX4t,consent,3,5,3,3,3,0,1,2,2,1,no,female,50,common,improper,theist,FALSE,TRUE,TRUE
R_Z38hPd3Ul3PFXYl,consent,3,4,4,0,0,1,-1,4,1,2,no,male,31,uncommon,proper,theist,TRUE,TRUE,FALSE
R_3eq7OO51joVEmor,consent,1,4,4,-1,-1,-1,-2,2,2,2,no,female,67,common,improper,theist,FALSE,TRUE,FALSE
R_1MZlXDthgcjX3SO,consent,-2,5,4,0,1,-2,-2,1,1,1,no,female,28,common,proper,atheist,TRUE,TRUE,TRUE
R_3QKGlHTGvaxRuc9,consent,3,6,4,0,0,0,1,4,2,1,no,female,35,uncommon,improper,theist,TRUE,TRUE,TRUE
R_WilgsQzxkhODHTb,consent,3,1,4,0,0,-3,-3,2,1,2,no,female,58,common,proper,theist,FALSE,TRUE,FALSE
R_3rNghC98ACwzXrc,consent,3,7,4,3,2,2,2,2,1,1,no,female,49,common,improper,theist,FALSE,FALSE,TRUE
R_2wpg5lXwxGwuP0o,consent,-2,3,4,2,2,-1,-1,1,1,1,no,female,32,common,proper,atheist,TRUE,TRUE,TRUE
R_20OjBLqNEXTvYIE,consent,1,2,4,-1,-1,1,1,2,1,1,no,male,50,common,improper,theist,FALSE,FALSE,TRUE
R_2wyH70VrgzJzPzN,consent,2,2,1,-2,-3,1,2,1,1,1,no,female,28,uncommon,proper,theist,FALSE,TRUE,TRUE
R_1fdwdI5LhsExB7f,consent,3,4,4,0,2,-1,-1,4,1,1,no,female,33,uncommon,proper,theist,TRUE,TRUE,TRUE
R_3yhet7AOXkGl44h,consent,3,6,4,0,3,1,-2,1,1,1,no,female,53,common,improper,theist,TRUE,FALSE,TRUE
R_3MJP8wisnn1tq5c,consent,3,4,4,2,2,1,1,2,1,1,no,male,23,uncommon,proper,theist,FALSE,TRUE,TRUE
R_21hazKIA561OHfy,consent,3,2,4,0,0,-1,-1,4,1,2,no,female,58,uncommon,proper,theist,TRUE,TRUE,FALSE
R_Y4f5qHdt3tHpXsl,consent,2,6,4,1,1,3,2,2,2,2,no,female,32,common,improper,theist,FALSE,TRUE,FALSE
R_1q2PiPGeWE85lXQ,consent,-2,3,4,2,0,1,-2,4,2,2,no,male,22,uncommon,improper,atheist,TRUE,TRUE,FALSE
R_2e4PERfya0RCXbh,consent,1,5,4,-1,-1,1,1,1,1,1,no,male,29,common,proper,theist,TRUE,TRUE,TRUE
R_u9DpYrW0sgS6Azn,consent,-3,7,3,-2,3,1,2,4,2,1,no,male,25,uncommon,improper,atheist,TRUE,TRUE,TRUE
R_bf5wGpjQHU6lfzz,consent,2,6,4,2,2,2,1,4,1,1,no,female,30,uncommon,proper,theist,TRUE,TRUE,TRUE
R_3pnbcpoHrwfhWZX,consent,3,2,4,0,0,-3,-2,3,2,2,no,male,43,common,improper,theist,FALSE,TRUE,FALSE
R_1qfT76At7JMlgVf,consent,3,5,4,0,-1,-2,1,1,2,1,no,female,45,common,improper,theist,TRUE,TRUE,TRUE
R_tSbOEG4ZtPb0DHX,consent,2,7,2,2,2,2,2,3,1,1,no,female,29,uncommon,proper,theist,FALSE,TRUE,TRUE
R_11563jFl5ygOX48,consent,-1,2,4,1,0,1,1,1,2,1,no,male,60,common,improper,atheist,TRUE,TRUE,TRUE
R_0OIrH2pDyheDLkR,consent,3,5,3,0,0,1,-1,4,1,1,no,male,28,uncommon,proper,theist,TRUE,TRUE,TRUE
R_3nwrG3q7qrQeyXT,consent,3,5,4,1,3,1,1,4,2,1,no,female,51,uncommon,improper,theist,TRUE,TRUE,TRUE
R_2sXsALy158edfEY,consent,3,2,4,-1,-1,1,2,4,2,1,no,male,25,uncommon,improper,theist,TRUE,TRUE,TRUE
R_2ciNJicyGgtr0zI,consent,-2,1,4,0,0,-2,1,1,1,1,no,female,29,common,proper,atheist,TRUE,TRUE,TRUE
R_2s54aI9O4DBlW9v,consent,3,6,4,2,2,1,1,1,1,1,no,female,45,uncommon,proper,theist,FALSE,TRUE,TRUE
R_28V6iU3NVjRrKkO,consent,3,6,3,1,1,1,-3,3,1,1,no,male,69,uncommon,proper,theist,FALSE,TRUE,TRUE
R_3KUSJJZ95Ec36JQ,consent,-3,1,3,0,0,-1,-1,4,2,1,no,male,36,uncommon,improper,atheist,TRUE,TRUE,TRUE
R_24MzC1xg0ZUnSvo,consent,3,6,3,2,1,2,2,1,2,2,no,female,49,common,improper,theist,TRUE,TRUE,FALSE
R_4ORFfRw3YxEwltn,consent,-3,5,4,-1,-1,-1,-1,4,2,1,no,female,43,uncommon,improper,atheist,TRUE,TRUE,TRUE
R_2UhgfWvRPt43Ym9,consent,-2,6,2,-2,-1,0,1,1,2,1,no,male,50,common,improper,atheist,TRUE,TRUE,TRUE
R_3QKJmWYpFKTJp18,consent,0,3,4,1,1,-1,-1,4,1,1,no,female,23,uncommon,proper,neither,TRUE,TRUE,TRUE
R_2cj5hTGWIbx2sg4,consent,0,5,3,0,0,1,2,4,2,1,no,male,58,uncommon,improper,neither,TRUE,TRUE,TRUE
R_3HOHDzdfnsMCSzP,consent,0,4,1,0,0,3,3,1,1,1,no,female,34,common,proper,neither,TRUE,TRUE,TRUE
R_3HtSxELM4VoRDkQ,consent,-2,2,2,-2,-2,1,1,2,1,1,no,male,31,uncommon,improper,atheist,FALSE,FALSE,TRUE
R_3HRcYbpklwmxGjq,consent,-2,4,4,0,0,1,1,1,1,1,no,male,63,common,proper,atheist,TRUE,TRUE,TRUE
R_22xIDUH7GTmkBjw,consent,-2,1,2,0,2,-1,2,2,2,1,no,female,21,uncommon,improper,atheist,FALSE,TRUE,TRUE
R_2TSmeehcT1eC5MO,consent,-3,2,2,0,3,0,2,1,1,1,no,female,24,common,proper,atheist,TRUE,TRUE,TRUE
R_1pWPwfAmnBo1MUt,consent,3,6,1,3,3,1,2,1,1,1,no,male,26,common,proper,theist,TRUE,TRUE,TRUE
R_295IcBpQ87xJnci,consent,2,6,1,2,3,2,2,1,1,1,no,male,26,uncommon,proper,theist,FALSE,TRUE,TRUE
R_PwbdJfzcj1O7N05,consent,-2,3,4,-1,-1,1,2,4,2,1,no,male,28,uncommon,improper,atheist,TRUE,TRUE,TRUE
R_2OGVvkERrHh6X9z,consent,1,3,4,1,1,1,-2,1,1,1,no,female,33,common,proper,theist,TRUE,TRUE,TRUE
R_2Qzh20timKoPsKj,consent,-2,3,4,1,1,0,1,4,2,1,no,male,32,uncommon,improper,atheist,TRUE,TRUE,TRUE
R_2AF6uCRw4H0jGdL,consent,0,3,4,0,1,-1,-1,1,2,1,no,male,32,common,improper,neither,TRUE,TRUE,TRUE
R_Rb4vJVokl3VF7gJ,consent,-1,5,3,0,1,2,2,4,2,1,no,male,33,uncommon,improper,atheist,TRUE,TRUE,TRUE
R_tJWAVFdWqDIobPH,consent,3,7,4,0,0,-1,-2,1,1,1,no,male,40,common,proper,theist,TRUE,TRUE,TRUE
R_3GxLoxiQTXHv5Nk,consent,-3,3,4,-2,-1,0,2,3,2,1,no,male,38,uncommon,proper,atheist,FALSE,FALSE,TRUE
